queryName,queryNameNormalized,areaCd,areaNm,signguCd,signguNm,fullRegionNm,matchType,matchNote
마포구,마포구,11,서울특별시,11440,마포구,서울특별시 마포구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울마포,서울마포,11,서울특별시,11440,마포구,서울특별시 마포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울마포구,서울마포구,11,서울특별시,11440,마포구,서울특별시 마포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시마포,서울시마포,11,서울특별시,11440,마포구,서울특별시 마포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시마포구,서울시마포구,11,서울특별시,11440,마포구,서울특별시 마포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시마포,서울특별시마포,11,서울특별시,11440,마포구,서울특별시 마포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시마포구,서울특별시마포구,11,서울특별시,11440,마포구,서울특별시 마포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
양천,양천,11,서울특별시,11470,양천구,서울특별시 양천구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
양천구,양천구,11,서울특별시,11470,양천구,서울특별시 양천구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울양천,서울양천,11,서울특별시,11470,양천구,서울특별시 양천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시양천,서울시양천,11,서울특별시,11470,양천구,서울특별시 양천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울양천구,서울양천구,11,서울특별시,11470,양천구,서울특별시 양천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시양천구,서울시양천구,11,서울특별시,11470,양천구,서울특별시 양천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시양천,서울특별시양천,11,서울특별시,11470,양천구,서울특별시 양천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시양천구,서울특별시양천구,11,서울특별시,11470,양천구,서울특별시 양천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
강서,강서,11,서울특별시,11500,강서구,서울특별시 강서구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
강서구,강서구,11,서울특별시,11500,강서구,서울특별시 강서구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울강서,서울강서,11,서울특별시,11500,강서구,서울특별시 강서구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울강서구,서울강서구,11,서울특별시,11500,강서구,서울특별시 강서구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시강서,서울시강서,11,서울특별시,11500,강서구,서울특별시 강서구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시강서구,서울시강서구,11,서울특별시,11500,강서구,서울특별시 강서구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시강서,서울특별시강서,11,서울특별시,11500,강서구,서울특별시 강서구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시강서구,서울특별시강서구,11,서울특별시,11500,강서구,서울특별시 강서구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
구로,구로,11,서울특별시,11530,구로구,서울특별시 구로구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
구로구,구로구,11,서울특별시,11530,구로구,서울특별시 구로구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울구로,서울구로,11,서울특별시,11530,구로구,서울특별시 구로구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울구로구,서울구로구,11,서울특별시,11530,구로구,서울특별시 구로구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시구로,서울시구로,11,서울특별시,11530,구로구,서울특별시 구로구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시구로구,서울시구로구,11,서울특별시,11530,구로구,서울특별시 구로구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시구로,서울특별시구로,11,서울특별시,11530,구로구,서울특별시 구로구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시구로구,서울특별시구로구,11,서울특별시,11530,구로구,서울특별시 구로구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
금천,금천,11,서울특별시,11545,금천구,서울특별시 금천구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
금천구,금천구,11,서울특별시,11545,금천구,서울특별시 금천구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울금천,서울금천,11,서울특별시,11545,금천구,서울특별시 금천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울금천구,서울금천구,11,서울특별시,11545,금천구,서울특별시 금천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시금천,서울시금천,11,서울특별시,11545,금천구,서울특별시 금천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시금천구,서울시금천구,11,서울특별시,11545,금천구,서울특별시 금천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시금천,서울특별시금천,11,서울특별시,11545,금천구,서울특별시 금천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시금천구,서울특별시금천구,11,서울특별시,11545,금천구,서울특별시 금천구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
영등포,영등포,11,서울특별시,11560,영등포구,서울특별시 영등포구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
영등포구,영등포구,11,서울특별시,11560,영등포구,서울특별시 영등포구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울영등포,서울영등포,11,서울특별시,11560,영등포구,서울특별시 영등포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시영등포,서울시영등포,11,서울특별시,11560,영등포구,서울특별시 영등포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울영등포구,서울영등포구,11,서울특별시,11560,영등포구,서울특별시 영등포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시영등포구,서울시영등포구,11,서울특별시,11560,영등포구,서울특별시 영등포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시영등포,서울특별시영등포,11,서울특별시,11560,영등포구,서울특별시 영등포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시영등포구,서울특별시영등포구,11,서울특별시,11560,영등포구,서울특별시 영등포구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
동작,동작,11,서울특별시,11590,동작구,서울특별시 동작구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
동작구,동작구,11,서울특별시,11590,동작구,서울특별시 동작구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울동작,서울동작,11,서울특별시,11590,동작구,서울특별시 동작구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울동작구,서울동작구,11,서울특별시,11590,동작구,서울특별시 동작구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시동작,서울시동작,11,서울특별시,11590,동작구,서울특별시 동작구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시동작구,서울시동작구,11,서울특별시,11590,동작구,서울특별시 동작구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시동작,서울특별시동작,11,서울특별시,11590,동작구,서울특별시 동작구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시동작구,서울특별시동작구,11,서울특별시,11590,동작구,서울특별시 동작구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
관악,관악,11,서울특별시,11620,관악구,서울특별시 관악구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
관악구,관악구,11,서울특별시,11620,관악구,서울특별시 관악구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울관악,서울관악,11,서울특별시,11620,관악구,서울특별시 관악구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울관악구,서울관악구,11,서울특별시,11620,관악구,서울특별시 관악구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시관악,서울시관악,11,서울특별시,11620,관악구,서울특별시 관악구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시관악구,서울시관악구,11,서울특별시,11620,관악구,서울특별시 관악구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시관악,서울특별시관악,11,서울특별시,11620,관악구,서울특별시 관악구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시관악구,서울특별시관악구,11,서울특별시,11620,관악구,서울특별시 관악구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서초,서초,11,서울특별시,11650,서초구,서울특별시 서초구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서초구,서초구,11,서울특별시,11650,서초구,서울특별시 서초구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울서초,서울서초,11,서울특별시,11650,서초구,서울특별시 서초구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울서초구,서울서초구,11,서울특별시,11650,서초구,서울특별시 서초구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시서초,서울시서초,11,서울특별시,11650,서초구,서울특별시 서초구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시서초구,서울시서초구,11,서울특별시,11650,서초구,서울특별시 서초구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시서초,서울특별시서초,11,서울특별시,11650,서초구,서울특별시 서초구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시서초구,서울특별시서초구,11,서울특별시,11650,서초구,서울특별시 서초구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
강남,강남,11,서울특별시,11680,강남구,서울특별시 강남구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
강남구,강남구,11,서울특별시,11680,강남구,서울특별시 강남구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
서울강남,서울강남,11,서울특별시,11680,강남구,서울특별시 강남구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울강남구,서울강남구,11,서울특별시,11680,강남구,서울특별시 강남구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시강남,서울시강남,11,서울특별시,11680,강남구,서울특별시 강남구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울시강남구,서울시강남구,11,서울특별시,11680,강남구,서울특별시 강남구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시강남,서울특별시강남,11,서울특별시,11680,강남구,서울특별시 강남구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
서울특별시강남구,서울특별시강남구,11,서울특별시,11680,강남구,서울특별시 강남구,area_sigungu,시도명과 시군구명을 함께 포함한 권장 매칭
송파,송파,11,서울특별시,11710,송파구,서울특별시 송파구,sigungu_only,시군구명 단독 매칭은 중복 지명이 있을 수 있어 필요하면 시도명을 추가로 확인
